sig_id,pert_iname,canonical_smiles
CPC019_MCF7_24H:BRD-K89451433-001-01-9:10,BRD-K89451433,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)Oc3c(NC(=O)CCCCCC(=O)Nc4ccccc4N)cccc3C1=O
CPC019_MCF7_24H:BRD-K89696951-001-01-1:10,BRD-K89696951,COc1ccc(cc1)S(=O)(=O)N(C)C[C@@H]2Oc3c(NC(=O)NC4CCCCC4)cccc3C(=O)N(C[C@@H]2C)[C@H](C)CO
CPC019_MCF7_24H:BRD-K90417362-001-01-2:10,BRD-K90417362,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2c(C)noc2C)Oc3c(NC(=O)c4nc5ccccc5s4)cccc3C1=O
CPC019_MCF7_24H:BRD-K90700939-001-01-5:10,BRD-K90700939,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2cccc3ccccc23)OCCCC[C@H](C)Oc4ccc(NC(=O)c5ccncc5)cc4C1=O
CPC019_MCF7_24H:BRD-K90970920-001-01-5:10,BRD-K90970920,CCCN(C)C[C@H]1OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3ccc(OC)cc3)cc2C(=O)N(C[C@H]1C)[C@@H](C)CO
CPC019_MCF7_24H:BRD-K91145395-001-02-7:10,prostratin,C[C@@H]1C[C@]2(OC(=O)C)[C@H]([C@@H]3C=C(CO)C[C@@]4(O)[C@@H](C=C(C)C4=O)[C@@]13O)C2(C)C
CPC019_MCF7_24H:BRD-K91517665-001-05-3:10,BRD-K91517665,Cc1ccc2oc(nc2c1)c3cccc(NC(=O)c4cc(ccc4Cl)n5cnnc5)c3
CPC019_MCF7_24H:BRD-K91677732-001-01-3:10,BRD-K91677732,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4c(NC(=O)C5CCCCC5)cccc4C1=O
CPC019_MCF7_24H:BRD-K91836367-001-01-7:10,BRD-K91836367,COc1ccc(cc1)S(=O)(=O)Nc2ccc3O[C@H](CN(C)S(=O)(=O)c4ccc(OC)cc4)[C@@H](C)CN([C@H](C)CO)C(=O)Cc3c2
CPC019_MCF7_24H:BRD-K92817986-001-01-7:10,BIX-02188,Clc1ccc(Cl)c(SCC(=O)N\N=C\c2ccc[nH]2)c1
CPC019_MCF7_24H:BRD-K93127801-001-01-3:10,BRD-K93127801,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)Oc3c(NC(=O)CCCCCC(=O)Nc4ccccc4N)cccc3C1=O
CPC019_MCF7_24H:BRD-K93285993-001-01-7:10,BRD-K93285993,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(F)cc2)Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc3CC1=O
CPC019_MCF7_24H:BRD-K93302072-001-01-4:10,BRD-K93302072,COc1ccc(cc1)S(=O)(=O)Nc2ccc3O[C@H](CN(C)S(=O)(=O)c4ccc(OC)cc4)[C@H](C)CN([C@H](C)CO)C(=O)Cc3c2
CPC019_MCF7_24H:BRD-K93605482-001-01-4:10,BRD-K93605482,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)CCC(F)(F)F)OCCCC[C@H](C)Oc2ccc(NS(=O)(=O)c3ccccc3)cc2C1=O
CPC019_MCF7_24H:BRD-K94127894-001-01-0:10,SA-89068,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc3OCOc3c2)Oc4ccc(NC(=O)Cc5cn(C)c6ccccc56)cc4C1=O
CPC019_MCF7_24H:BRD-K94137285-001-02-4:10,JPR-3-97-17,CCCC[C@H]1OB(O)C[C@H]2C1=C(COC)Cn3n2c(=O)n(c4ccccc4)c3=O
CPC019_MCF7_24H:BRD-K94544211-001-01-2:10,BRD-K94544211,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)c3ccccc3)Oc4ccc(NC(=O)CCCCCC(=O)Nc5ccccc5N)cc4CC1=O
CPC019_MCF7_24H:BRD-K94979678-001-05-7:10,SD-6-035-A12,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc3OCOc3c2)OCCCC[C@H](C)Oc4ccc(cc4C1=O)N(C)C
CPC019_MCF7_24H:BRD-K94987138-001-06-2:10,BRD-K94987138,CC1CCN(CC1)c2nnc(c3ccc(C)c(C)c3)c4ccccc24
CPC019_MCF7_24H:BRD-K95482240-001-01-9:10,BRD-K95482240,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc4ccc(NC(=O)Nc5ccc6OCOc6c5)cc4C1=O
CPC019_MCF7_24H:BRD-K95517054-001-04-1:10,SD-6-035-A6,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc3OCOc3c2)OCCCC[C@H](C)Oc4ccc(cc4C1=O)N(C)C
CPC019_MCF7_24H:BRD-K95673125-001-01-3:10,BRD-K95673125,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)Oc3c(NC(=O)Nc4ccc(F)cc4)cccc3C1=O
CPC019_MCF7_24H:BRD-K95842463-001-01-4:10,BRD-K95842463,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)CCC(F)(F)F)OCCCC[C@H](C)Oc2ccc(NS(=O)(=O)c3ccccc3)cc2C1=O
CPC019_MCF7_24H:BRD-K96041033-001-01-3:10,SA-85901,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc3OCOc3c2)Oc4ccc(NC(=O)Cc5cn(C)c6ccccc56)cc4C1=O
CPC019_MCF7_24H:BRD-K96076993-001-01-7:10,SA-25547,CC/1=NNC(=O)\C1=C/c2cn(nc2c3ccc(F)cc3)c4ccccc4
CPC019_MCF7_24H:BRD-K98426715-001-01-9:10,tubacin,OCc1ccc(cc1)[C@@H]2C[C@H](CSc3nc(c(o3)c4ccccc4)c5ccccc5)O[C@@H](O2)c6ccc(NC(=O)CCCCCCC(=O)NO)cc6
CPC019_MCF7_24H:BRD-K98630904-001-04-1:10,SD-6-035-A2,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc3OCOc3c2)OCCCC[C@@H](C)Oc4ccc(cc4C1=O)N(C)C
CPC019_MCF7_24H:BRD-K98739056-001-01-2:10,BRD-K98739056,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4c(NC(=O)Nc5ccccc5)cccc4C1=O
CPC019_MCF7_24H:BRD-K98834634-001-01-2:10,BRD-K98834634,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)c3ccccc3)Oc4ccc(NC(=O)CCCCCC(=O)Nc5ccccc5N)cc4CC1=O
CPC019_MCF7_24H:BRD-K98856658-001-05-7:10,BRD-K98856658,COc1cccc(c1)c2csc(n2)N3CCN(CC3)C(=Nc4cccc(Cl)c4)S
CPC019_MCF7_24H:BRD-K99311057-001-02-6:10,CD-00491SC,Fc1ccc(cc1)C(=O)CSc2nsc(SCC(=O)c3ccc(F)cc3)c2C#N
CPC019_MCF7_24H:BRD-K99311057-001-03-4:10,CD-00491SC,Fc1ccc(cc1)C(=O)CSc2nsc(SCC(=O)c3ccc(F)cc3)c2C#N
CPC019_MCF7_24H:BRD-K99380810-001-04-5:10,SD-6-035-B1,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc3OCOc3c2)OCCCC[C@@H](C)Oc4ccc(cc4C1=O)N(C)C
CPC019_MCF7_24H:BRD-K99381377-001-01-4:10,BRD-K99381377,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccccc2)Oc3c(NC(=O)c4ccncc4)cccc3C1=O
CPC019_MCF7_24H:BRD-K99465084-001-01-9:10,BRD-K99465084,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3ccc(NC(=O)c4ccncc4)cc3C1=O
CPC019_MCF7_24H:BRD-K99502566-001-01-6:10,BRD-K99502566,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4c(NC(=O)Nc5ccccc5)cccc4C1=O
CPC019_MCF7_24H:BRD-K99581804-001-04-6:10,SD-6-035-A10,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc3OCOc3c2)OCCCC[C@@H](C)Oc4ccc(cc4C1=O)N(C)C
CPC019_MCF7_24H:BRD-K99756483-001-01-8:10,BRD-K99756483,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc3OCOc3c2)Oc4ccc(NC(=O)Cc5cn(C)c6ccccc56)cc4C1=O
CPC020_MCF7_24H:BRD-A02809788-001-02-3:10,ARG-TC-41,COc1ccc(cc1OC)C(=O)C2CCCN(CCc3ccccc3)C2
CPC020_MCF7_24H:BRD-A03044413-236-02-1:10,micropenin,Cc1onc(c1C(=O)NC1C2SC(C)(C)C(N2C1=O)C(O)=O)-c1ccccc1
CPC020_MCF7_24H:BRD-A03323675-001-01-2:10,ritonavir,CC(C)C(NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)NC(CC(O)C(Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1
CPC020_MCF7_24H:BRD-A04308630-001-01-6:10,genipin,COC(=O)C1=COC(O)C2C1CC=C2CO
CPC020_MCF7_24H:BRD-A05352148-001-02-6:10,ipratropium,CC(C)[N+]1(C)C2CCC1CC(C2)OC(=O)C(CO)c1ccccc1
CPC020_MCF7_24H:BRD-A07440155-003-22-1:10,labetalol,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(c1)C(N)=O
CPC020_MCF7_24H:BRD-A07765530-001-03-1:10,epinephrine-(racemic),CNCC(O)c1ccc(O)c(O)c1
CPC020_MCF7_24H:BRD-A07780951-001-05-5:10,orciprenaline,CC(C)NCC(O)c1cc(O)cc(O)c1
CPC020_MCF7_24H:BRD-A07780951-065-05-0:10,orciprenaline,CC(C)NCC(O)c1cc(O)cc(O)c1
CPC020_MCF7_24H:BRD-A09472452-015-19-2:10,flecainide,FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC1CCCCN1
CPC020_MCF7_24H:BRD-A09722536-002-09-9:10,cyclophosphamide,ClCCN(CCCl)P1(=O)NCCCO1
CPC020_MCF7_24H:BRD-A09722536-002-13-1:10,cyclophosphamide,ClCCN(CCCl)P1(=O)NCCCO1
CPC020_MCF7_24H:BRD-A11170096-001-01-8:10,pravastatin,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(O)=O)C12
CPC020_MCF7_24H:BRD-A13188892-001-02-2:10,doxazosin,COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1COc2ccccc2O1
CPC020_MCF7_24H:BRD-A13946108-001-12-2:10,sulindac,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc3ccc(cc3)S(=O)C
CPC020_MCF7_24H:BRD-A14792000-001-01-1:10,valsartan,CCCCC(=O)N(Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)C(C(C)C)C(O)=O
CPC020_MCF7_24H:BRD-A15493168-001-01-3:10,tetracycline,CC1[C@H]2C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C2C(=O)c2c(O)cccc12
CPC020_MCF7_24H:BRD-A16478930-001-02-8:10,amcinonide,CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
CPC020_MCF7_24H:BRD-A16754160-236-03-3:10,ampicillin,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O
CPC020_MCF7_24H:BRD-A17655518-001-18-6:10,ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(O)=O
CPC020_MCF7_24H:BRD-A19037878:10,trichostatin-a,CC(\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C
CPC020_MCF7_24H:BRD-A19500257:10,geldanamycin,COC1CC(C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C\C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O
CPC020_MCF7_24H:BRD-A20239487-001-20-7:10,atenolol-(+/-),CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
CPC020_MCF7_24H:BRD-A23290232-001-02-3:10,westcort,CCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C)C(=O)CO
CPC020_MCF7_24H:BRD-A24228527-001-27-3:10,ofloxacin,CC1COc2c(N3CCN(C)CC3)c(F)cc3c2n1cc(C(O)=O)c3=O
CPC020_MCF7_24H:BRD-A24514565-236-11-5:10,warfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
CPC020_MCF7_24H:BRD-A25067867-066-14-3:10,benzatropine,CN1C2CCC1CC(C2)OC(c3ccccc3)c4ccccc4
CPC020_MCF7_24H:BRD-A25088322-001-01-2:10,CVF-SUMO-7,CN1CCN(CC(C(=O)c2ccc(F)cc2)c2ccccc2)CC1
CPC020_MCF7_24H:BRD-A25576662-001-01-4:10,streptozotocin,CN([N+][O-])C(=O)NC1C(O)OC(CO)C(O)C1O
CPC020_MCF7_24H:BRD-A26334849-001-04-7:10,propafenone,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
CPC020_MCF7_24H:BRD-A29260609-003-21-1:10,acebutolol,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(C)=O
CPC020_MCF7_24H:BRD-A29426959-050-11-6:10,carbinoxamine,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1
CPC020_MCF7_24H:BRD-A29644307-001-01-7:10,nomifensine,CN1CC(c2ccccc2)c2cccc(N)c2C1
CPC020_MCF7_24H:BRD-A29734509-011-10-2:10,disopyramide,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
CPC020_MCF7_24H:BRD-A31312900-001-01-8:10,montelukast,CC(C)(O)c1ccccc1CCC(SCC1(CC(O)=O)CC1)c1cccc(\C=C\c2ccc3ccc(Cl)cc3n2)c1
CPC020_MCF7_24H:BRD-A31800922-003-21-0:10,procyclidine,OC(CCN1CCCC1)(C1CCCCC1)c1ccccc1
CPC020_MCF7_24H:BRD-A34299591-001-18-2:10,budesonide,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
CPC020_MCF7_24H:BRD-A36217750-001-14-8:10,sulfinpyrazone,O=C1C(CCS(=O)c2ccccc2)C(=O)N(N1c1ccccc1)c1ccccc1
CPC020_MCF7_24H:BRD-A44827100-001-03-4:10,erythromycin,CCOC(=O)CCC(=O)OC1C(CC(C)OC1OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)N(C)C
CPC020_MCF7_24H:BRD-A48631911-001-01-9:10,mibefradil,COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C
CPC020_MCF7_24H:BRD-A49848186-003-01-2:10,BRD-A49848186,Fc1ccccc1C(=O)C(CN1CCOCC1)c1ccccc1
CPC020_MCF7_24H:BRD-A50157456-065-17-2:10,terbutaline,CC(C)(C)NCC(O)c1cc(O)cc(O)c1
CPC020_MCF7_24H:BRD-A50311610-003-17-9:10,meclizine,Cc1cccc(CN2CCN(CC2)C(c2ccccc2)c2ccc(Cl)cc2)c1
CPC020_MCF7_24H:BRD-A50774520-001-01-5:10,CVF-SUMO-11,Fc1ccc(cc1)C(=O)C(CN1CCCC1)c1ccccc1
CPC020_MCF7_24H:BRD-A51182606-001-07-4:10,chloramphenicol,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)[N+](=O)[O-]
CPC020_MCF7_24H:BRD-A51382177-236-01-4:10,fosinopril,CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C
CPC020_MCF7_24H:BRD-A53952395-003-21-0:10,prilocaine,CCCNC(C)C(=O)Nc1ccccc1C
CPC020_MCF7_24H:BRD-A54880345-001-16-7:10,etomidate,CCOC(=O)c1cncn1C(C)c1ccccc1
CPC020_MCF7_24H:BRD-A55815733-001-05-5:10,phylloquinone,CC(C)CCCC(C)CCCC(C)CCC/C(=C/CC1=C(C)C(=O)c2ccccc2C1=O)/C
CPC020_MCF7_24H:BRD-A62326914-001-02-2:10,paroxetine,Fc1ccc(cc1)C2CCNCC2COc3ccc4OCOc4c3
CPC020_MCF7_24H:BRD-A63445921-003-02-6:10,nicardipine,COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN(C)Cc1ccccc1
CPC020_MCF7_24H:BRD-A64092382-003-14-2:10,mexiletine,CC(N)COc1c(C)cccc1C
CPC020_MCF7_24H:BRD-A64479082-001-01-5:10,quinidine,COc1ccc2nccc(C(O)C3CC4CCN3CC4C=C)c2c1
CPC020_MCF7_24H:BRD-A65013509-003-19-4:10,oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c1ccccc1
CPC020_MCF7_24H:BRD-A65280694-003-11-1:10,molindone,CCc1c(C)[nH]c2CCC(CN3CCOCC3)C(=O)c12
CPC020_MCF7_24H:BRD-A65282128-236-02-8:10,cefazolin,Cc1nnc(SCC2=C(N3C(SC2)C(NC(=O)Cn4cnnn4)C3=O)C(=O)O)s1
CPC020_MCF7_24H:BRD-A67605442-001-01-7:10,tetrahydrobiopterin,CC(O)[C@H](O)C1CNc2nc(N)[nH]c(=O)c2N1
CPC020_MCF7_24H:BRD-A67799922-003-22-9:10,phenoxybenzamine,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
CPC020_MCF7_24H:BRD-A75144621-001-02-8:10,digoxin,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)C(CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C
CPC020_MCF7_24H:BRD-A75368507-001-02-2:10,demeclocycline,CN(C)[C@H]1[C@@H]2C[C@H]3[C@H](O)c4c(Cl)ccc(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O
CPC020_MCF7_24H:BRD-A75409952:10,wortmannin,COC[C@H]1OC(=O)c2coc3C(=O)C4=C([C@@H](C[C@@]5(C)C4CCC5=O)OC(=O)C)[C@]1(C)c23
CPC020_MCF7_24H:BRD-A75479906-003-08-7:10,rimantadine,CC(N)C12CC3CC(CC(C3)C1)C2
CPC020_MCF7_24H:BRD-A76019558-001-02-8:10,ketoconazole,CC(=O)N1CCN(CC1)c2ccc(OCC3COC(Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2
CPC020_MCF7_24H:BRD-A79237180-001-01-1:10,ascorbic-acid,OCC(O)C1OC(=O)C(=O)C1O
CPC020_MCF7_24H:BRD-A79479878-001-06-5:10,testosterone,C[C@]12CCC3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@@H]2O
CPC020_MCF7_24H:BRD-A79672927-001-15-7:10,tropicamide,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1
CPC020_MCF7_24H:BRD-A79803969-003-13-8:10,memantine,CC12CC3CC(C)(C1)CC(N)(C3)C2
CPC020_MCF7_24H:BRD-A79981887-003-14-9:10,midodrine,COc1ccc(OC)c(c1)C(O)CNC(=O)CN
CPC020_MCF7_24H:BRD-A80017228-001-21-6:10,bendroflumethiazide,NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F
CPC020_MCF7_24H:BRD-A80638690-001-02-8:10,floxuridine,OCC1OC(CC1O)n1cc(F)c(=O)[nH]c1=O
CPC020_MCF7_24H:BRD-A80793822-001-01-4:10,pemoline,NC1=NC(=O)C(O1)c1ccccc1
CPC020_MCF7_24H:BRD-A82307304-001-01-8:10,atorvastatin,CC(C)c1c(C(=O)Nc2ccccc2)c(c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(O)=O)-c1ccccc1
CPC020_MCF7_24H:BRD-A83124583-003-01-4:10,EMF-sumo1-39,Fc1cccc(c1)C(=O)C(CN1CCOCC1)c1ccccc1
CPC020_MCF7_24H:BRD-A83892713-001-01-3:10,rifampicin,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C2=O)c2c(O)c(\C=N\N4CCN(C)CC4)c(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c(O)c2c(O)c3C
CPC020_MCF7_24H:BRD-A84481105-003-25-5:10,thioridazine,CSc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1
CPC020_MCF7_24H:BRD-A86044036-001-23-2:10,flurbiprofen-(+/-),CC(C(O)=O)c1ccc(c(F)c1)-c1ccccc1
CPC020_MCF7_24H:BRD-A87606379-001-19-0:10,nadolol,CC(C)(C)NCC(O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12
CPC020_MCF7_24H:BRD-A87848830-001-01-9:10,bimatoprost,CCNC(=O)CCC\C=C/CC1C(O)CC(O)[C@@H]1\C=C\C(O)CCc1ccccc1
CPC020_MCF7_24H:BRD-A88774919-001-02-8:10,doxycycline,CC1C2C(O)C3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(=O)C2C(=O)c2c(O)cccc12
CPC020_MCF7_24H:BRD-A91555231-003-06-4:10,norepinephrine,NCC(O)c1ccc(O)c(O)c1
CPC020_MCF7_24H:BRD-A93255169-001-20-0:10,thalidomide,O=C1N(C2CCC(=O)NC2=O)C(=O)c2ccccc12
CPC020_MCF7_24H:BRD-A93393712-001-01-1:10,CVF-SUMO-14,Fc1ccc(cc1)C(=O)C(CN1CCCCC1)c1ccccc1
CPC020_MCF7_24H:BRD-A94793051-001-01-0:10,gestrinone,CC[C@]1(O)CCC2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]12CC
CPC020_MCF7_24H:BRD-A95869247-001-20-2:10,indapamide,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(c1)S(N)(=O)=O
CPC020_MCF7_24H:BRD-A99833829-003-21-4:10,bethanechol,CC(C[N+](C)(C)C)OC(N)=O
CPC020_MCF7_24H:BRD-K00664012-001-01-2:10,BRD-K00664012,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccc(F)cc2)OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)c4ccccc4)cc3C1=O
CPC020_MCF7_24H:BRD-K01507359-001-10-4:10,rifampicin,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C2=O)c2c(O)c(\C=N\N4CCN(C)CC4)c(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c(O)c2c(O)c3C
CPC020_MCF7_24H:BRD-K01612348-001-07-2:10,meropenem,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@@H](C3)C(=O)N(C)C
CPC020_MCF7_24H:BRD-K02123250-001-01-8:10,JNJ-38877605,Cn1cc(cn1)-c1ccc2nnc(n2n1)C(F)(F)c1ccc2ncccc2c1
CPC020_MCF7_24H:BRD-K02265150-001-21-6:10,amoxapine,Clc1ccc2Oc3ccccc3N=C(N3CCNCC3)c2c1
CPC020_MCF7_24H:BRD-K02558072-001-02-9:10,BRD-K02558072,COC(=O)N/N=C/c1ccc(o1)[N+](=O)[O-]
CPC020_MCF7_24H:BRD-K02562327-001-01-6:10,BRD-K02562327,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4ccc(cc4CC1=O)N(C)C
CPC020_MCF7_24H:BRD-K03394322-001-02-6:10,SD-8-006,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)CCC(F)(F)F)OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3ccccc3)cc2C1=O
CPC020_MCF7_24H:BRD-K03406345-001-11-2:10,azacitidine,Nc1ncn(C2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
CPC020_MCF7_24H:BRD-K04238564-001-01-3:10,BRD-K04238564,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)CCCN(C)C)cc3C1=O
CPC020_MCF7_24H:BRD-K04389336-001-01-1:10,labetalol,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(c1)C(N)=O
CPC020_MCF7_24H:BRD-K04733502-001-01-8:10,BRD-K04733502,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccc(F)cc2)OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)c4ccccc4)cc3C1=O
CPC020_MCF7_24H:BRD-K05395900-001-07-0:10,nicotine,CN1CCC[C@H]1c1cccnc1
CPC020_MCF7_24H:BRD-K05977355-001-15-8:10,fluconazole,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
CPC020_MCF7_24H:BRD-K06009608-001-01-4:10,BRD-K06009608,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4c(NC(=O)C5CCCCC5)cccc4C1=O
CPC020_MCF7_24H:BRD-K06335600-003-13-2:10,tizanidine,Clc1ccc2nsnc2c1NC1=NCCN1
CPC020_MCF7_24H:BRD-K06666320-001-06-7:10,MW-STK33-23,CCCn1c(NC(=O)c2cccc(c2)S(=O)(=O)N3CCCC3)nc4ccccc14
CPC020_MCF7_24H:BRD-K06750613-001-01-6:10,GSK-1059615,O=C1NC(=O)\C(S1)=C/c1ccc2nccc(-c3ccncc3)c2c1
CPC020_MCF7_24H:BRD-K07530279-001-04-0:10,BRD-K07530279,COc1ccc(Cl)cc1Nc2nnc(s2)c3ccncc3
CPC020_MCF7_24H:BRD-K08273968-001-14-1:10,griseofulvin,COc1cc(OC)c(Cl)c2O[C@]3([C@H](C)CC(=O)C=C3OC)C(=O)c12
CPC020_MCF7_24H:BRD-K08311783-001-01-9:10,BRD-K08311783,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc4ccc(NC(=O)Nc5ccc6OCOc6c5)cc4C1=O
CPC020_MCF7_24H:BRD-K08339178-001-01-3:10,BRD-K08339178,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2)OCCCC[C@H](C)Oc3ccc(NC(=O)CCCN(C)C)cc3C1=O
CPC020_MCF7_24H:BRD-K08806317-001-02-1:10,timolol,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1
